price,dateSold,bathrooms,bedrooms,livingArea,homeType,lotAreaValue,zipcode,elem,middle,high,Year built
1700000,Q2_2021,4.0,5.0,4566.0,SINGLE_FAMILY,9514.0,20816,bethesda elementary,tilden middle,walt whitman high,63.0
1700000,Q2_2021,9.0,8.0,9216.0,SINGLE_FAMILY,94090.00001148,20854,wayside elementary,robert frost middle,winston churchill high,18.0
1700000,Q2_2021,6.0,8.0,6106.0,SINGLE_FAMILY,2475079.0000596,20841,waters landing elementary,rocky hill middle,clarksburg high,57.0
1700000,Q2_2021,7.0,6.0,8400.0,SINGLE_FAMILY,107593.00001604,20854,dufief elementary,lakelands park middle,quince orchard high,28.0
1710000,Q3_2021,5.0,6.0,5626.0,SINGLE_FAMILY,9112.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,19.0
1710000,Q3_2021,8.0,5.0,9381.0,SINGLE_FAMILY,152896.00001148,20854,wayside elementary,robert frost middle,winston churchill high,31.0
1710000,Q2_2021,4.0,5.0,3775.0,SINGLE_FAMILY,9550.0,20814,bethesda elementary,tilden middle,walt whitman high,61.0
1710000,Q3_2020,5.0,5.0,5047.0,SINGLE_FAMILY,7635.0,20814,bethesda elementary,north bethesda middle,walt whitman high,70.0
1710000,Q2_2021,5.0,4.0,3000.0,SINGLE_FAMILY,7508.0,20816,bethesda elementary,tilden middle,walt whitman high,66.0
1720000,Q1_2021,7.0,5.0,6034.0,SINGLE_FAMILY,20750.9999796,20854,wayside elementary,cabin john middle,winston churchill high,26.0
1720000,Q2_2021,6.0,5.0,5600.0,SINGLE_FAMILY,9456.0,20814,bethesda elementary,thomas w. pyle middle,walt whitman high,86.0
1720000,Q2_2021,5.0,5.0,4820.0,SINGLE_FAMILY,25011.00001224,20817,ashburton elementary,cabin john middle,walter johnson high,44.0
1730000,Q2_2021,5.0,4.0,4621.0,SINGLE_FAMILY,5483.0,20852,ritchie park elementary,julius west middle,richard montgomery high,1.0
1730000,Q2_2021,6.0,6.0,5070.0,SINGLE_FAMILY,8188.0,20817,bethesda elementary,tilden middle,walt whitman high,65.0
1730000,Q2_2021,5.0,4.0,3424.0,SINGLE_FAMILY,12278.00002176,20912,east silver spring elementary,sligo middle,northwood high,104.0
1740000,Q1_2021,8.0,6.0,9211.0,SINGLE_FAMILY,87120.0,20854,wayside elementary,cabin john middle,winston churchill high,26.0
1740000,Q2_2021,5.0,4.0,4928.0,SINGLE_FAMILY,16848.0000216,20854,wayside elementary,cabin john middle,winston churchill high,39.0
1740000,Q3_2021,4.0,5.0,4100.0,SINGLE_FAMILY,7210.0,20817,ashburton elementary,north bethesda middle,walt whitman high,68.0
1740000,Q2_2021,4.0,5.0,3108.0,SINGLE_FAMILY,9173.0,20816,bethesda elementary,tilden middle,walt whitman high,64.0
1740000,Q3_2020,7.0,6.0,8013.0,SINGLE_FAMILY,27114.000015960002,20817,ashburton elementary,cabin john middle,walter johnson high,16.0
1750000,Q2_2021,6.0,6.0,4584.0,SINGLE_FAMILY,5040.0,20814,bethesda elementary,north bethesda middle,walt whitman high,1.0
1750000,Q3_2020,5.0,5.0,6800.0,SINGLE_FAMILY,7350.0,20816,bethesda elementary,tilden middle,walt whitman high,83.0
1750000,Q1_2021,5.0,6.0,4584.0,SINGLE_FAMILY,17326.99998216,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,10.0
1750000,Q1_2021,6.0,5.0,4288.0,SINGLE_FAMILY,41021.999991720004,20817,bethesda elementary,tilden middle,walt whitman high,79.0
1750000,Q3_2020,5.0,5.0,5537.0,SINGLE_FAMILY,10076.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,13.0
1750000,Q3_2021,5.0,5.0,5285.0,SINGLE_FAMILY,20038.00001148,20817,bethesda elementary,tilden middle,walt whitman high,61.0
1750000,Q1_2021,5.0,5.0,4265.0,SINGLE_FAMILY,12423.999986640001,20815,bethesda elementary,thomas w. pyle middle,walt whitman high,83.0
1750000,Q1_2021,5.0,5.0,6644.0,SINGLE_FAMILY,8101.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,1.0
1750000,Q2_2021,3.0,4.0,4376.0,SINGLE_FAMILY,101929.99998852,20854,wayside elementary,cabin john middle,winston churchill high,45.0
1750000,Q2_2021,7.0,5.0,7800.0,SINGLE_FAMILY,33516.00001728,20854,ritchie park elementary,cabin john middle,winston churchill high,13.0
1750000,Q1_2021,5.0,5.0,4247.0,SINGLE_FAMILY,6809.0,20817,ashburton elementary,north bethesda middle,walt whitman high,66.0
1760000,Q3_2020,6.0,6.0,6026.0,SINGLE_FAMILY,10120.0,20817,bethesda elementary,tilden middle,walt whitman high,60.0
1760000,Q3_2021,6.0,5.0,4968.0,SINGLE_FAMILY,5018.0,20814,ashburton elementary,tilden middle,walter johnson high,5.0
1760000,Q3_2020,6.0,6.0,11735.0,SINGLE_FAMILY,377665.00001604,20854,jones lane elementary,lakelands park middle,quince orchard high,34.0
1760000,Q3_2021,5.0,5.0,4006.0,SINGLE_FAMILY,11929.000002480001,20815,bethesda elementary,tilden middle,walt whitman high,60.0
1760000,Q1_2021,8.0,6.0,7196.0,SINGLE_FAMILY,87120.0,20854,wayside elementary,cabin john middle,winston churchill high,34.0
1760000,Q2_2021,4.0,5.0,3197.0,SINGLE_FAMILY,6687.0,20815,bethesda elementary,tilden middle,walt whitman high,86.0
1770000,Q2_2021,5.0,5.0,5000.0,SINGLE_FAMILY,14999.99999652,20895,kensington parkwood elementary,a. mario loiederman middle,albert einstein high,93.0
1770000,Q3_2020,5.0,5.0,5722.0,SINGLE_FAMILY,25320.999979440003,20817,ashburton elementary,north bethesda middle,walter johnson high,68.0
1780000,Q3_2021,6.0,6.0,5000.0,SINGLE_FAMILY,19766.00000232,20817,ashburton elementary,thomas w. pyle middle,walt whitman high,41.0
1780000,Q1_2021,8.0,7.0,6423.0,SINGLE_FAMILY,87120.0,20854,wayside elementary,cabin john middle,winston churchill high,33.0
1780000,Q1_2021,7.0,6.0,6314.0,SINGLE_FAMILY,23837.99999724,20854,wayside elementary,cabin john middle,winston churchill high,10.0
1780000,Q2_2021,9.0,8.0,10253.0,SINGLE_FAMILY,20850.00001128,20815,bethesda elementary,thomas w. pyle middle,walt whitman high,44.0
1780000,Q1_2021,5.0,6.0,4760.0,SINGLE_FAMILY,12858.9999912,20818,bethesda elementary,tilden middle,walt whitman high,69.0
1780000,Q1_2021,7.0,6.0,7435.0,SINGLE_FAMILY,36636.00000192,20854,wayside elementary,robert frost middle,quince orchard high,13.0
1780000,Q1_2021,5.0,5.0,5027.0,SINGLE_FAMILY,7813.0,20817,bethesda elementary,tilden middle,walt whitman high,1.0
1780000,Q3_2020,9.0,6.0,9155.0,SINGLE_FAMILY,95395.99998852,20854,wayside elementary,cabin john middle,winston churchill high,24.0
1780000,Q2_2021,8.0,7.0,7597.0,SINGLE_FAMILY,22905.99999468,20854,bells mill elementary,cabin john middle,winston churchill high,32.0
1780000,Q3_2020,6.0,4.0,4700.0,SINGLE_FAMILY,20927.000021400003,20814,bethesda elementary,thomas w. pyle middle,walt whitman high,80.0
1780000,Q1_2021,9.0,8.0,10415.0,SINGLE_FAMILY,87120.0,20854,stone mill elementary,robert frost middle,quince orchard high,22.0
1780000,Q2_2021,7.0,6.0,10000.0,SINGLE_FAMILY,88426.99998396,20854,wayside elementary,cabin john middle,winston churchill high,42.0
1780000,Q1_2021,7.0,6.0,7990.0,SINGLE_FAMILY,54744.99999408,20854,wayside elementary,cabin john middle,winston churchill high,64.0
1800000,Q3_2021,6.0,5.0,7048.0,SINGLE_FAMILY,87120.0,20854,wayside elementary,cabin john middle,winston churchill high,41.0
1800000,Q3_2020,5.0,4.0,3378.0,SINGLE_FAMILY,14614.99998948,20815,bethesda elementary,thomas w. pyle middle,walt whitman high,67.0
1800000,Q1_2021,6.0,6.0,6093.0,SINGLE_FAMILY,7909.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,1.0
1800000,Q1_2021,5.0,5.0,6285.0,SINGLE_FAMILY,28328.000009760002,20854,wayside elementary,cabin john middle,winston churchill high,26.0
1800000,Q1_2021,5.0,5.0,5618.0,SINGLE_FAMILY,12750.000021000002,20818,bethesda elementary,tilden middle,walt whitman high,63.0
1800000,Q2_2021,6.0,6.0,6217.0,SINGLE_FAMILY,9731.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,19.0
1800000,Q1_2021,2.0,3.0,3150.0,SINGLE_FAMILY,174240.0,20854,potomac elementary,herbert hoover middle,winston churchill high,83.0
1800000,Q3_2021,5.0,5.0,4540.0,SINGLE_FAMILY,14999.99999652,20854,wayside elementary,cabin john middle,winston churchill high,40.0
1800000,Q1_2021,5.0,4.0,6242.0,SINGLE_FAMILY,87120.0,20854,bells mill elementary,cabin john middle,winston churchill high,26.0
1800000,Q3_2020,9.0,5.0,7984.0,SINGLE_FAMILY,13057.000011,20817,ashburton elementary,thomas w. pyle middle,walt whitman high,29.0
1800000,Q3_2020,6.0,5.0,3065.0,SINGLE_FAMILY,17520.00001092,20815,bethesda elementary,tilden middle,walt whitman high,59.0
1800000,Q2_2021,5.0,5.0,7037.0,SINGLE_FAMILY,22147.00001316,20854,wayside elementary,cabin john middle,winston churchill high,7.0
1800000,Q3_2021,4.0,4.0,3678.0,SINGLE_FAMILY,8301.0,20815,bethesda elementary,tilden middle,walt whitman high,81.0
1800000,Q3_2021,6.0,5.0,5483.0,SINGLE_FAMILY,90604.99998395999,20854,wayside elementary,cabin john middle,winston churchill high,63.0
1800000,Q2_2021,5.0,5.0,4918.0,SINGLE_FAMILY,9499.0,20815,bethesda elementary,thomas w. pyle middle,walt whitman high,83.0
1800000,Q3_2021,5.0,5.0,4995.0,SINGLE_FAMILY,7005.0,20817,ashburton elementary,north bethesda middle,walter johnson high,13.0
1800000,Q2_2021,6.0,6.0,3918.0,SINGLE_FAMILY,5362.0,20814,bethesda elementary,north bethesda middle,walt whitman high,5.0
1800000,Q1_2021,8.0,8.0,11166.0,SINGLE_FAMILY,101059.00001604001,20854,wayside elementary,cabin john middle,winston churchill high,33.0
1800000,Q1_2021,7.0,6.0,7521.0,SINGLE_FAMILY,30121.000002719997,20817,ashburton elementary,north bethesda middle,walter johnson high,57.0
1800000,Q3_2020,8.0,8.0,7599.0,SINGLE_FAMILY,33206.00000652,20854,wayside elementary,robert frost middle,quince orchard high,24.0
1810000,Q1_2021,6.0,6.0,3600.0,SINGLE_FAMILY,12225.00000348,20815,bethesda elementary,tilden middle,walt whitman high,98.0
1820000,Q2_2021,5.0,4.0,4512.0,SINGLE_FAMILY,18724.999986000003,20854,wayside elementary,cabin john middle,winston churchill high,36.0
1820000,Q1_2021,6.0,5.0,4950.0,SINGLE_FAMILY,14790.999987719999,20815,bethesda elementary,thomas w. pyle middle,walt whitman high,43.0
1820000,Q1_2021,7.0,8.0,4824.0,SINGLE_FAMILY,21999.9999978,20815,bethesda elementary,thomas w. pyle middle,walt whitman high,123.0
1820000,Q2_2021,7.0,6.0,6508.0,SINGLE_FAMILY,10799.0,20817,ashburton elementary,thomas w. pyle middle,walt whitman high,13.0
1820000,Q1_2021,3.0,4.0,3472.0,SINGLE_FAMILY,784080.0,20837,poolesville elementary,kingsview middle,poolesville high,241.0
1820000,Q2_2021,7.0,6.0,7649.0,SINGLE_FAMILY,49729.00000068,20854,wayside elementary,robert frost middle,winston churchill high,31.0
1830000,Q1_2021,5.0,5.0,5143.0,SINGLE_FAMILY,9835.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,1.0
1840000,Q3_2021,6.0,6.0,7822.0,SINGLE_FAMILY,14999.99999652,20895,kensington parkwood elementary,tilden middle,albert einstein high,13.0
1840000,Q2_2021,4.0,4.0,2135.0,SINGLE_FAMILY,8167.0,20815,bethesda elementary,tilden middle,walt whitman high,86.0
1840000,Q2_2021,5.0,5.0,4600.0,SINGLE_FAMILY,15471.99999576,20854,wayside elementary,cabin john middle,winston churchill high,48.0
1840000,Q2_2021,5.0,5.0,5799.0,SINGLE_FAMILY,16787.999998440002,20854,wayside elementary,cabin john middle,winston churchill high,32.0
1840000,Q3_2021,8.0,6.0,9900.0,SINGLE_FAMILY,45100.999991519995,20854,wayside elementary,cabin john middle,winston churchill high,34.0
1850000,Q1_2021,6.0,5.0,5523.0,SINGLE_FAMILY,11956.00001508,20816,bethesda elementary,tilden middle,walt whitman high,65.0
1850000,Q3_2020,5.0,6.0,5340.0,SINGLE_FAMILY,10237.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,10.0
1850000,Q3_2021,7.0,7.0,8138.0,SINGLE_FAMILY,22808.00001348,20854,wayside elementary,cabin john middle,winston churchill high,12.0
1850000,Q2_2021,6.0,5.0,6023.0,SINGLE_FAMILY,28472.000004359998,20817,ashburton elementary,cabin john middle,winston churchill high,20.0
1850000,Q2_2021,6.0,7.0,5144.0,SINGLE_FAMILY,13679.0000028,20815,bethesda elementary,tilden middle,walt whitman high,70.0
1850000,Q2_2021,5.0,5.0,4886.0,SINGLE_FAMILY,7030.0,20817,ashburton elementary,north bethesda middle,walter johnson high,3.0
1850000,Q3_2021,7.0,5.0,8304.0,SINGLE_FAMILY,44565.99999192,20854,wayside elementary,cabin john middle,winston churchill high,15.0
1850000,Q2_2021,5.0,5.0,5667.0,SINGLE_FAMILY,39428.999988840005,20817,ashburton elementary,thomas w. pyle middle,walter johnson high,64.0
1850000,Q2_2021,5.0,4.0,5363.0,SINGLE_FAMILY,26234.999988120002,20817,ashburton elementary,thomas w. pyle middle,walt whitman high,32.0
1850000,Q2_2021,6.0,5.0,5500.0,SINGLE_FAMILY,37954.00001844,20817,bethesda elementary,tilden middle,walt whitman high,80.0
1850000,Q3_2021,5.0,4.0,4999.0,SINGLE_FAMILY,8644.0,20816,bethesda elementary,tilden middle,walt whitman high,70.0
1850000,Q2_2021,7.0,6.0,7615.0,SINGLE_FAMILY,89297.99999999999,20854,wayside elementary,cabin john middle,winston churchill high,47.0
1850000,Q3_2021,5.0,6.0,7067.0,SINGLE_FAMILY,114562.99998396,20854,jones lane elementary,lakelands park middle,quince orchard high,43.0
1850000,Q1_2021,6.0,6.0,10160.0,SINGLE_FAMILY,87120.0,20854,dufief elementary,lakelands park middle,quince orchard high,20.0
1850000,Q1_2021,5.0,5.0,5219.0,SINGLE_FAMILY,8555.0,20815,bethesda elementary,tilden middle,walt whitman high,1.0
1860000,Q2_2021,6.0,6.0,5086.0,SINGLE_FAMILY,20002.999987080002,20854,wayside elementary,cabin john middle,walt whitman high,29.0
1860000,Q3_2020,5.0,5.0,4109.0,SINGLE_FAMILY,11152.99999044,20815,bethesda elementary,tilden middle,walt whitman high,1.0
1860000,Q2_2021,5.0,5.0,6585.0,SINGLE_FAMILY,28314.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,51.0
1860000,Q2_2021,6.0,6.0,4452.0,SINGLE_FAMILY,5308.0,20814,bethesda elementary,north bethesda middle,walt whitman high,5.0
1860000,Q3_2020,7.0,6.0,5535.0,SINGLE_FAMILY,7623.0,20817,ashburton elementary,north bethesda middle,walt whitman high,4.0
1870000,Q1_2021,5.0,5.0,6389.0,SINGLE_FAMILY,16286.000009399999,20817,ashburton elementary,thomas w. pyle middle,walt whitman high,9.0
1880000,Q1_2021,7.0,6.0,6223.0,SINGLE_FAMILY,10602.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,9.0
1880000,Q3_2020,5.0,5.0,4927.0,SINGLE_FAMILY,7990.0,20817,bethesda elementary,tilden middle,walt whitman high,3.0
1880000,Q2_2021,8.0,5.0,7453.0,SINGLE_FAMILY,17019.99999216,20854,ashburton elementary,cabin john middle,walt whitman high,26.0
1880000,Q1_2021,6.0,4.0,5954.0,SINGLE_FAMILY,24229.00000224,20854,ashburton elementary,cabin john middle,winston churchill high,34.0
1880000,Q2_2021,12.0,11.0,9300.0,SINGLE_FAMILY,1190494.9999404,20872,damascus elementary,hallie wells middle,clarksburg high,19.0
1880000,Q2_2021,6.0,6.0,6565.0,SINGLE_FAMILY,7803.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,11.0
1880000,Q1_2021,5.0,5.0,5626.0,SINGLE_FAMILY,6631.0,20878,summit hall elementary,lakelands park middle,gaithersburg high,5.0
1880000,Q2_2021,7.0,6.0,8372.0,SINGLE_FAMILY,87120.0,20854,wayside elementary,herbert hoover middle,winston churchill high,35.0
1880000,Q3_2020,7.0,5.0,7653.0,SINGLE_FAMILY,40757.99999436,20854,wayside elementary,cabin john middle,winston churchill high,37.0
1890000,Q2_2021,5.0,5.0,5940.0,SINGLE_FAMILY,10265.0,20817,ashburton elementary,thomas w. pyle middle,walt whitman high,63.0
1900000,Q2_2021,6.0,5.0,5650.0,SINGLE_FAMILY,12747.00000024,20895,kensington parkwood elementary,north bethesda middle,albert einstein high,1.0
1900000,Q3_2020,5.0,4.0,4340.0,SINGLE_FAMILY,7450.0,20815,bethesda elementary,thomas w. pyle middle,walt whitman high,110.0
1900000,Q3_2021,7.0,5.0,5975.0,SINGLE_FAMILY,15639.00001884,20815,bethesda elementary,thomas w. pyle middle,albert einstein high,55.0
1900000,Q3_2021,6.0,7.0,4836.0,SINGLE_FAMILY,20125.00000368,20817,ashburton elementary,thomas w. pyle middle,walter johnson high,16.0
1900000,Q3_2020,7.0,6.0,8889.0,SINGLE_FAMILY,96703.00001604,20854,wayside elementary,cabin john middle,winston churchill high,33.0
1900000,Q2_2021,5.0,5.0,4350.0,SINGLE_FAMILY,8322.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,53.0
1900000,Q3_2021,9.0,6.0,8233.0,SINGLE_FAMILY,101929.99998852,20854,wayside elementary,cabin john middle,winston churchill high,41.0
1900000,Q3_2020,7.0,6.0,7685.0,SINGLE_FAMILY,9740.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,15.0
1900000,Q2_2021,6.0,7.0,5938.0,SINGLE_FAMILY,9000.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,15.0
1900000,Q2_2021,8.0,5.0,7358.0,SINGLE_FAMILY,87120.0,20854,wayside elementary,cabin john middle,winston churchill high,34.0
1900000,Q3_2021,4.0,4.0,3335.0,SINGLE_FAMILY,14535.000002159999,20815,bethesda elementary,tilden middle,walt whitman high,110.0
1900000,Q3_2021,7.0,6.0,8078.0,SINGLE_FAMILY,25250.000010839998,20817,ashburton elementary,cabin john middle,walter johnson high,15.0
1900000,Q3_2021,9.0,7.0,10884.0,SINGLE_FAMILY,87556.00001148,20854,dufief elementary,lakelands park middle,quince orchard high,16.0
1900000,Q2_2021,5.0,5.0,5064.0,SINGLE_FAMILY,87120.0,20854,wayside elementary,robert frost middle,winston churchill high,27.0
1910000,Q3_2021,6.0,4.0,7835.0,SINGLE_FAMILY,30908.00000376,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,79.0
1910000,Q3_2021,6.0,5.0,7219.0,SINGLE_FAMILY,24378.9999948,20854,wayside elementary,cabin john middle,winston churchill high,9.0
1920000,Q1_2021,6.0,5.0,7094.0,SINGLE_FAMILY,26040.999996000002,20854,ashburton elementary,cabin john middle,winston churchill high,19.0
1920000,Q2_2021,6.0,4.0,7144.0,SINGLE_FAMILY,20944.00000836,20817,ashburton elementary,cabin john middle,walter johnson high,23.0
1920000,Q3_2021,4.0,6.0,3800.0,SINGLE_FAMILY,10400.0,20815,bethesda elementary,tilden middle,walt whitman high,108.0
1920000,Q2_2021,5.0,5.0,5800.0,SINGLE_FAMILY,10047.0,20818,bethesda elementary,tilden middle,walt whitman high,0.0
1920000,Q2_2021,6.0,6.0,4878.0,SINGLE_FAMILY,8385.0,20816,bethesda elementary,tilden middle,walt whitman high,10.0
1920000,Q2_2021,6.0,4.0,6451.0,SINGLE_FAMILY,106722.00000000001,20854,wayside elementary,cabin john middle,winston churchill high,41.0
1920000,Q2_2021,6.0,5.0,5517.0,SINGLE_FAMILY,15136.99998624,20814,ashburton elementary,tilden middle,walter johnson high,5.0
1920000,Q2_2021,7.0,5.0,8759.0,SINGLE_FAMILY,53028.000004320005,20854,wayside elementary,cabin john middle,winston churchill high,33.0
1930000,Q1_2021,5.0,7.0,5401.0,SINGLE_FAMILY,9281.0,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,1.0
1940000,Q3_2021,6.0,6.0,6195.0,SINGLE_FAMILY,16275.999983759999,20852,ashburton elementary,tilden middle,walter johnson high,0.0
1940000,Q3_2020,5.0,5.0,5920.0,SINGLE_FAMILY,23130.00002016,20817,ashburton elementary,thomas w. pyle middle,walter johnson high,1.0
1950000,Q3_2021,7.0,4.0,7100.0,SINGLE_FAMILY,20178.999985320002,20854,wayside elementary,cabin john middle,winston churchill high,22.0
1950000,Q3_2020,6.0,6.0,7002.0,SINGLE_FAMILY,19623.00001464,20817,ashburton elementary,north bethesda middle,walt whitman high,2.0
1950000,Q3_2020,7.0,6.0,5863.0,SINGLE_FAMILY,9280.0,20814,bethesda elementary,thomas w. pyle middle,walt whitman high,13.0
1950000,Q3_2021,6.0,5.0,5750.0,SINGLE_FAMILY,9148.0,20814,ashburton elementary,tilden middle,walter johnson high,69.0
1950000,Q2_2021,7.0,6.0,6202.0,SINGLE_FAMILY,92782.99998396,20854,wayside elementary,cabin john middle,winston churchill high,57.0
1950000,Q3_2020,7.0,5.0,8307.0,SINGLE_FAMILY,87991.00001604,20854,wayside elementary,robert frost middle,winston churchill high,20.0
1960000,Q1_2021,5.0,5.0,4954.0,SINGLE_FAMILY,21510.00000468,20817,bethesda elementary,tilden middle,walt whitman high,4.0
1960000,Q3_2021,6.0,6.0,4685.0,SINGLE_FAMILY,5381.0,20815,bethesda elementary,tilden middle,walt whitman high,14.0
1960000,Q3_2021,8.0,5.0,7450.0,SINGLE_FAMILY,25350.00000588,20817,wayside elementary,cabin john middle,walt whitman high,28.0
1970000,Q3_2021,5.0,5.0,6128.0,SINGLE_FAMILY,16999.99998444,20814,ashburton elementary,tilden middle,walter johnson high,6.0
1980000,Q3_2021,5.0,5.0,5164.0,SINGLE_FAMILY,18726.99999984,20895,flora m. singer elementary,a. mario loiederman middle,albert einstein high,10.0
1980000,Q1_2021,4.0,4.0,3860.0,SINGLE_FAMILY,23450.000013,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,60.0
1980000,Q3_2020,7.0,6.0,2266.0,SINGLE_FAMILY,25948.00000584,20817,ashburton elementary,cabin john middle,walter johnson high,62.0
1990000,Q2_2021,6.0,6.0,7768.0,SINGLE_FAMILY,118048.00001147999,20854,wayside elementary,cabin john middle,winston churchill high,20.0
1990000,Q1_2021,7.0,6.0,6660.0,SINGLE_FAMILY,43199.99999172,20817,ashburton elementary,thomas w. pyle middle,walter johnson high,65.0
2000000,Q3_2020,6.0,6.0,7200.0,SINGLE_FAMILY,28520.999994960002,20817,ashburton elementary,thomas w. pyle middle,walt whitman high,24.0
2000000,Q1_2021,7.0,6.0,6728.0,SINGLE_FAMILY,12138.000011279999,20815,bethesda elementary,thomas w. pyle middle,walt whitman high,25.0
2000000,Q1_2021,8.0,5.0,6720.0,SINGLE_FAMILY,22117.99998672,20817,ashburton elementary,thomas w. pyle middle,walt whitman high,33.0
2000000,Q2_2021,6.0,6.0,5115.0,SINGLE_FAMILY,10004.0,20818,bethesda elementary,tilden middle,walt whitman high,5.0
2000000,Q2_2021,8.0,6.0,8247.0,SINGLE_FAMILY,26523.00002088,20854,wayside elementary,herbert hoover middle,quince orchard high,13.0
2000000,Q2_2021,7.0,7.0,7844.0,SINGLE_FAMILY,20240.0000154,20817,ashburton elementary,north bethesda middle,walter johnson high,19.0
2000000,Q3_2021,7.0,6.0,5882.0,SINGLE_FAMILY,30597.999992999998,20817,ashburton elementary,thomas w. pyle middle,walter johnson high,32.0
2000000,Q3_2021,6.0,6.0,7047.0,SINGLE_FAMILY,28340.000005679998,20817,wayside elementary,cabin john middle,walt whitman high,30.0
2000000,Q3_2020,6.0,7.0,7936.0,SINGLE_FAMILY,9398.0,20817,bethesda elementary,tilden middle,walt whitman high,3.0
2000000,Q2_2021,7.0,6.0,5493.0,SINGLE_FAMILY,20032.000013520003,20854,wayside elementary,cabin john middle,winston churchill high,32.0
2000000,Q2_2021,4.0,6.0,4838.0,SINGLE_FAMILY,25658.0000028,20817,bethesda elementary,tilden middle,walt whitman high,66.0
2000000,Q1_2021,5.0,5.0,4434.0,SINGLE_FAMILY,11749.000020120002,20816,bethesda elementary,tilden middle,walt whitman high,61.0
2000000,Q1_2021,6.0,5.0,6376.0,SINGLE_FAMILY,20039.0000184,20817,ashburton elementary,thomas w. pyle middle,walt whitman high,6.0
2000000,Q3_2021,6.0,6.0,8000.0,SINGLE_FAMILY,26000.0000172,20854,wayside elementary,robert frost middle,winston churchill high,15.0
2000000,Q3_2021,6.0,5.0,6341.0,SINGLE_FAMILY,9234.0,20817,bethesda elementary,tilden middle,walt whitman high,67.0
2020000,Q3_2021,6.0,6.0,6776.0,SINGLE_FAMILY,20000.00000988,20895,kensington parkwood elementary,tilden middle,albert einstein high,16.0
2030000,Q2_2021,5.0,5.0,5592.0,SINGLE_FAMILY,14617.00000332,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,59.0
2030000,Q2_2021,7.0,6.0,7045.0,SINGLE_FAMILY,87120.0,20854,wayside elementary,cabin john middle,winston churchill high,56.0
2050000,Q1_2021,12.0,8.0,13696.0,SINGLE_FAMILY,104980.00001148,20854,wayside elementary,cabin john middle,winston churchill high,29.0
2050000,Q3_2021,5.0,4.0,3922.0,SINGLE_FAMILY,7504.0,20815,bethesda elementary,tilden middle,walt whitman high,66.0
2050000,Q3_2021,6.0,4.0,4577.0,SINGLE_FAMILY,24527.99998044,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,61.0
2050000,Q3_2021,4.0,5.0,5296.0,SINGLE_FAMILY,21929.99999256,20815,bethesda elementary,thomas w. pyle middle,walt whitman high,64.0
2050000,Q2_2021,6.0,5.0,5776.0,SINGLE_FAMILY,10559.0,20817,bethesda elementary,tilden middle,walt whitman high,1.0
2060000,Q1_2021,5.0,5.0,4505.0,SINGLE_FAMILY,14494.999986719999,20815,bethesda elementary,tilden middle,walt whitman high,69.0
2070000,Q2_2021,9.0,7.0,10077.0,SINGLE_FAMILY,87120.0,20854,wayside elementary,herbert hoover middle,winston churchill high,26.0
2080000,Q2_2021,4.0,5.0,4400.0,SINGLE_FAMILY,12340.99997856,20815,bethesda elementary,thomas w. pyle middle,walt whitman high,32.0
2090000,Q3_2021,4.0,5.0,5303.0,SINGLE_FAMILY,30218.000020559997,20854,jones lane elementary,lakelands park middle,quince orchard high,9.0
2100000,Q3_2020,7.0,6.0,5645.0,SINGLE_FAMILY,8755.0,20816,bethesda elementary,tilden middle,walt whitman high,14.0
2100000,Q3_2020,7.0,6.0,10100.0,SINGLE_FAMILY,89734.00001148,20817,ashburton elementary,thomas w. pyle middle,walt whitman high,33.0
2100000,Q2_2021,6.0,5.0,6098.0,SINGLE_FAMILY,11130.00000552,20816,bethesda elementary,tilden middle,walt whitman high,22.0
2100000,Q2_2021,6.0,6.0,7600.0,SINGLE_FAMILY,19602.0,20817,bethesda elementary,tilden middle,walt whitman high,4.0
2100000,Q1_2021,6.0,6.0,4941.0,SINGLE_FAMILY,9561.0,20815,bethesda elementary,tilden middle,walt whitman high,15.0
2120000,Q2_2021,6.0,5.0,7122.0,SINGLE_FAMILY,11096.99999496,20817,bethesda elementary,thomas w. pyle middle,walt whitman high,6.0
2120000,Q1_2021,12.0,7.0,9473.0,SINGLE_FAMILY,87991.00001604,20854,wayside elementary,herbert hoover middle,winston churchill high,34.0
2140000,Q2_2021,5.0,5.0,4663.0,SINGLE_FAMILY,12147.999993360001,20817,bethesda elementary,tilden middle,walt whitman high,12.0
