price,dateSold,bathrooms,bedrooms,livingArea,homeType,lotAreaValue,zipcode,elem,middle,high,Year built
675000,Q2_2021,5.0,5.0,3967.0,SINGLE_FAMILY,21776.00001588,20906,strathmore elementary,argyle middle,john f. kennedy high,52.0
675000,Q1_2021,4.0,4.0,4209.0,SINGLE_FAMILY,5073.0,20871,wilson wims elementary,rocky hill middle,clarksburg high,12.0
675000,Q2_2021,2.0,4.0,2431.0,SINGLE_FAMILY,7162.0,20852,beall elementary,julius west middle,richard montgomery high,66.0
675000,Q3_2021,4.0,5.0,3846.0,SINGLE_FAMILY,30771.00001404,20707,greencastle elementary,benjamin banneker middle,paint branch high,23.0
675000,Q3_2021,3.0,4.0,3273.0,SINGLE_FAMILY,7256.0,20874,great seneca creek elementary,kingsview middle,northwest high,25.0
675000,Q1_2021,3.0,4.0,1897.0,SINGLE_FAMILY,8012.0,20852,ritchie park elementary,tilden middle,richard montgomery high,60.0
675000,Q3_2021,4.0,5.0,3539.0,SINGLE_FAMILY,10233.0,20904,galway elementary,white oak middle,springbrook high,36.0
675000,Q1_2021,3.0,4.0,2765.0,SINGLE_FAMILY,26512.99999524,20904,kemp mill elementary,argyle middle,john f. kennedy high,55.0
675000,Q1_2021,4.0,4.0,3280.0,TOWNHOUSE,2105.0,20850,college gardens elementary,gaithersburg middle,gaithersburg high,18.0
675000,Q3_2020,5.0,4.0,4400.0,SINGLE_FAMILY,5627.0,20871,little bennett elementary,rocky hill middle,clarksburg high,16.0
675000,Q3_2020,5.0,5.0,2244.0,SINGLE_FAMILY,12480.99998904,20902,forest knolls elementary,sligo middle,northwood high,56.0
675000,Q3_2021,4.0,4.0,2400.0,TOWNHOUSE,2000.0,20878,dufief elementary,lakelands park middle,quince orchard high,21.0
675000,Q2_2021,2.0,4.0,2416.0,SINGLE_FAMILY,20264.00000724,20853,flower valley elementary,earle b. wood middle,rockville high,52.0
675000,Q2_2021,3.0,3.0,2520.0,TOWNHOUSE,2203.0,20850,college gardens elementary,gaithersburg middle,gaithersburg high,18.0
675000,Q2_2021,4.0,6.0,3271.0,SINGLE_FAMILY,9765.0,20876,dr. sally k. ride elementary,neelsville middle,watkins mill high,22.0
675000,Q3_2021,3.0,4.0,3318.0,SINGLE_FAMILY,8885.0,20876,dr. sally k. ride elementary,neelsville middle,clarksburg high,29.0
675000,Q2_2021,4.0,4.0,2674.0,SINGLE_FAMILY,6974.0,20832,greenwood elementary,rosa m. parks middle,sherwood high,27.0
675000,Q3_2020,4.0,5.0,3357.0,SINGLE_FAMILY,8618.0,20832,flower valley elementary,rosa m. parks middle,james hubert blake high,27.0
675000,Q3_2020,4.0,4.0,4000.0,SINGLE_FAMILY,12586.00001868,20832,greenwood elementary,rosa m. parks middle,sherwood high,21.0
675000,Q2_2021,3.0,4.0,3340.0,SINGLE_FAMILY,15203.000007359999,20905,stonegate elementary,argyle middle,james hubert blake high,36.0
675000,Q2_2021,4.0,3.0,2469.0,TOWNHOUSE,2367.0,20878,diamond elementary,lakelands park middle,gaithersburg high,23.0
675000,Q3_2021,3.0,6.0,2274.0,SINGLE_FAMILY,14468.99998104,20904,kemp mill elementary,white oak middle,springbrook high,52.0
675000,Q1_2021,4.0,3.0,2428.0,TOWNHOUSE,1760.0,20850,stone mill elementary,lakelands park middle,quince orchard high,21.0
675000,Q1_2021,5.0,5.0,3612.0,SINGLE_FAMILY,10080.0,20871,wilson wims elementary,hallie wells middle,clarksburg high,18.0
676000,Q3_2021,4.0,4.0,2717.0,SINGLE_FAMILY,16739.00000784,20906,strathmore elementary,a. mario loiederman middle,john f. kennedy high,40.0
676794,Q2_2021,3.0,3.0,2716.0,SINGLE_FAMILY,5512.0,20876,dr. sally k. ride elementary,hallie wells middle,clarksburg high,0.0
678000,Q1_2021,4.0,3.0,2726.0,TOWNHOUSE,2065.0,20852,garrett park elementary,tilden middle,walter johnson high,35.0
678000,Q3_2021,4.0,5.0,3744.0,SINGLE_FAMILY,4318.0,20877,strawberry knoll elementary,gaithersburg middle,gaithersburg high,17.0
678000,Q1_2021,4.0,4.0,5160.0,SINGLE_FAMILY,188614.99998395998,20871,damascus elementary,hallie wells middle,clarksburg high,59.0
678500,Q2_2021,2.0,3.0,2196.0,SINGLE_FAMILY,6377.0,20902,flora m. singer elementary,a. mario loiederman middle,northwood high,70.0
678500,Q2_2021,3.0,4.0,2823.0,SINGLE_FAMILY,15750.000002879999,20855,college gardens elementary,redland middle,gaithersburg high,53.0
678910,Q3_2020,4.0,4.0,3084.0,SINGLE_FAMILY,106285.99998852,20876,cedar grove elementary,hallie wells middle,clarksburg high,36.0
679000,Q1_2021,3.0,3.0,1934.0,SINGLE_FAMILY,5394.0,20817,ashburton elementary,tilden middle,walter johnson high,65.0
679000,Q2_2021,4.0,5.0,3216.0,SINGLE_FAMILY,20851.0000182,20904,forest knolls elementary,white oak middle,springbrook high,52.0
679000,Q3_2020,4.0,4.0,1811.0,SINGLE_FAMILY,9275.0,20854,ritchie park elementary,cabin john middle,winston churchill high,59.0
679900,Q1_2021,4.0,3.0,2444.0,TOWNHOUSE,2000.0,20878,dufief elementary,lakelands park middle,quince orchard high,18.0
679900,Q1_2021,4.0,3.0,2444.0,TOWNHOUSE,2000.0,20878,dufief elementary,lakelands park middle,quince orchard high,19.0
679900,Q3_2021,4.0,4.0,2640.0,SINGLE_FAMILY,23218.00001928,20905,stonegate elementary,argyle middle,james hubert blake high,36.0
680000,Q2_2021,4.0,5.0,2369.0,SINGLE_FAMILY,14627.99999232,20901,forest knolls elementary,francis scott key middle,northwood high,55.0
680000,Q2_2021,2.0,3.0,2113.0,SINGLE_FAMILY,7688.0,20895,garrett park elementary,tilden middle,walter johnson high,70.0
680000,Q1_2021,3.0,4.0,2369.0,SINGLE_FAMILY,11692.00001772,20901,forest knolls elementary,francis scott key middle,northwood high,71.0
680000,Q2_2021,3.0,3.0,1622.0,SINGLE_FAMILY,6324.0,20902,flora m. singer elementary,a. mario loiederman middle,northwood high,69.0
680000,Q1_2021,4.0,4.0,1672.0,TOWNHOUSE,1574.0,20852,garrett park elementary,tilden middle,walter johnson high,38.0
680000,Q1_2021,6.0,6.0,3354.0,SINGLE_FAMILY,9053.0,20912,east silver spring elementary,sligo middle,northwood high,95.0
680000,Q3_2021,4.0,4.0,2657.0,SINGLE_FAMILY,21248.00002116,20855,college gardens elementary,redland middle,gaithersburg high,55.0
680000,Q2_2021,3.0,5.0,2412.0,SINGLE_FAMILY,10591.0,20853,lucy v. barnsley elementary,earle b. wood middle,rockville high,59.0
680000,Q3_2020,4.0,5.0,2822.0,SINGLE_FAMILY,125887.99998852001,20878,thurgood marshall elementary,lakelands park middle,quince orchard high,29.0
680000,Q3_2021,3.0,3.0,3184.0,SINGLE_FAMILY,91039.99998852,20904,stonegate elementary,white oak middle,springbrook high,69.0
680000,Q3_2021,4.0,3.0,2206.0,TOWNHOUSE,3230.0,20850,stone mill elementary,lakelands park middle,gaithersburg high,29.0
680000,Q1_2021,3.0,4.0,2691.0,SINGLE_FAMILY,13052.999983320002,20905,greencastle elementary,white oak middle,paint branch high,35.0
680000,Q1_2021,4.0,3.0,2952.0,SINGLE_FAMILY,6464.0,20878,dufief elementary,lakelands park middle,quince orchard high,31.0
680000,Q3_2021,3.0,4.0,2280.0,SINGLE_FAMILY,7569.0,20878,dufief elementary,lakelands park middle,quince orchard high,35.0
680000,Q2_2021,6.0,5.0,3790.0,SINGLE_FAMILY,10361.0,20904,stonegate elementary,white oak middle,springbrook high,38.0
680000,Q2_2021,4.0,4.0,1984.0,TOWNHOUSE,3186.0,20878,thurgood marshall elementary,lakelands park middle,quince orchard high,27.0
680000,Q2_2021,4.0,5.0,2774.0,SINGLE_FAMILY,18888.99998832,20853,flower valley elementary,earle b. wood middle,rockville high,53.0
680000,Q2_2021,5.0,4.0,3710.0,SINGLE_FAMILY,3317.0,20871,wilson wims elementary,rocky hill middle,clarksburg high,3.0
680000,Q3_2021,3.0,4.0,1754.0,SINGLE_FAMILY,12256.0000002,20850,beall elementary,julius west middle,richard montgomery high,58.0
680000,Q1_2021,4.0,4.0,1798.0,SINGLE_FAMILY,9200.0,20850,college gardens elementary,julius west middle,richard montgomery high,52.0
680000,Q2_2021,4.0,4.0,2268.0,SINGLE_FAMILY,19275.00000228,20853,flower valley elementary,earle b. wood middle,rockville high,51.0
680000,Q3_2020,3.0,4.0,2866.0,SINGLE_FAMILY,8764.0,20832,greenwood elementary,rosa m. parks middle,sherwood high,30.0
680000,Q1_2021,5.0,7.0,4250.0,SINGLE_FAMILY,6116.0,20904,galway elementary,white oak middle,springbrook high,24.0
680000,Q3_2021,3.0,5.0,2568.0,SINGLE_FAMILY,94525.00001604001,20855,sequoyah elementary,redland middle,gaithersburg high,43.0
680000,Q1_2021,3.0,4.0,3392.0,SINGLE_FAMILY,30037.99999464,20872,damascus elementary,hallie wells middle,clarksburg high,19.0
680000,Q1_2021,4.0,4.0,3504.0,SINGLE_FAMILY,6475.0,20876,dr. sally k. ride elementary,neelsville middle,watkins mill high,19.0
680000,Q2_2021,4.0,4.0,2802.0,TOWNHOUSE,2028.0,20878,diamond elementary,lakelands park middle,quince orchard high,10.0
680000,Q2_2021,4.0,4.0,2964.0,SINGLE_FAMILY,11719.99999368,20832,greenwood elementary,rosa m. parks middle,sherwood high,35.0
680000,Q1_2021,4.0,4.0,3822.0,SINGLE_FAMILY,9895.0,20841,spark m. matsunaga elementary,kingsview middle,northwest high,17.0
680000,Q2_2021,4.0,3.0,3170.0,SINGLE_FAMILY,3127.0,20878,diamond elementary,lakelands park middle,gaithersburg high,22.0
680000,Q2_2021,4.0,5.0,4398.0,SINGLE_FAMILY,8797.0,20879,strawberry knoll elementary,gaithersburg middle,watkins mill high,29.0
680000,Q3_2020,3.0,5.0,2530.0,SINGLE_FAMILY,9806.0,20850,college gardens elementary,julius west middle,richard montgomery high,54.0
680000,Q1_2021,4.0,4.0,4894.0,SINGLE_FAMILY,8605.0,20841,wilson wims elementary,rocky hill middle,clarksburg high,21.0
680000,Q3_2021,2.0,3.0,2991.0,SINGLE_FAMILY,99316.99998396,20833,greenwood elementary,rosa m. parks middle,sherwood high,54.0
680500,Q3_2021,4.0,3.0,1680.0,SINGLE_FAMILY,12131.0000064,20832,greenwood elementary,rosa m. parks middle,james hubert blake high,37.0
680789,Q2_2021,4.0,4.0,3718.0,SINGLE_FAMILY,36077.00001048,20878,dufief elementary,lakelands park middle,quince orchard high,35.0
682000,Q2_2021,4.0,4.0,2230.0,TOWNHOUSE,2196.0,20852,garrett park elementary,tilden middle,walter johnson high,40.0
682000,Q3_2020,5.0,4.0,4658.0,SINGLE_FAMILY,13043.00000124,20879,strawberry knoll elementary,gaithersburg middle,watkins mill high,28.0
682500,Q2_2021,3.0,3.0,1590.0,SINGLE_FAMILY,6062.0,20910,rosemary hills elementary,sligo middle,northwood high,72.0
682500,Q1_2021,3.0,3.0,2613.0,SINGLE_FAMILY,5225.0,20910,rosemary hills elementary,sligo middle,northwood high,84.0
682500,Q2_2021,4.0,4.0,3588.0,SINGLE_FAMILY,3811.0,20871,wilson wims elementary,rocky hill middle,clarksburg high,3.0
682500,Q1_2021,5.0,5.0,3792.0,SINGLE_FAMILY,5000.0,20871,wilson wims elementary,rocky hill middle,clarksburg high,3.0
682500,Q2_2021,4.0,3.0,3874.0,SINGLE_FAMILY,2728.0,20878,diamond elementary,lakelands park middle,gaithersburg high,23.0
683000,Q1_2021,4.0,4.0,2202.0,SINGLE_FAMILY,5486.0,20901,forest knolls elementary,sligo middle,northwood high,75.0
683000,Q1_2021,3.0,3.0,1948.0,SINGLE_FAMILY,8433.0,20852,ritchie park elementary,tilden middle,richard montgomery high,60.0
684000,Q2_2021,3.0,5.0,2207.0,SINGLE_FAMILY,13151.00000808,20832,greenwood elementary,rosa m. parks middle,james hubert blake high,37.0
685000,Q1_2021,3.0,5.0,2254.0,SINGLE_FAMILY,5588.0,20910,rosemary hills elementary,a. mario loiederman middle,northwood high,71.0
685000,Q3_2020,4.0,3.0,2296.0,TOWNHOUSE,3731.0,20854,ritchie park elementary,cabin john middle,winston churchill high,42.0
685000,Q3_2020,3.0,3.0,1885.0,SINGLE_FAMILY,10187.0,20817,ashburton elementary,tilden middle,walter johnson high,69.0
685000,Q3_2020,2.0,3.0,1181.0,SINGLE_FAMILY,6575.0,20815,bethesda elementary,north bethesda middle,albert einstein high,71.0
685000,Q2_2021,3.0,6.0,2588.0,SINGLE_FAMILY,6600.0,20912,rolling terrace elementary,sligo middle,northwood high,73.0
685000,Q1_2021,3.0,5.0,4320.0,SINGLE_FAMILY,8489.0,20817,bethesda elementary,tilden middle,walt whitman high,1.0
685000,Q2_2021,4.0,4.0,2433.0,SINGLE_FAMILY,6000.0,20901,forest knolls elementary,francis scott key middle,northwood high,35.0
685000,Q1_2021,3.0,4.0,1596.0,SINGLE_FAMILY,6860.0,20895,flora m. singer elementary,a. mario loiederman middle,albert einstein high,73.0
685000,Q1_2021,4.0,4.0,2350.0,SINGLE_FAMILY,5861.0,20901,sligo creek elementary,sligo middle,northwood high,79.0
685000,Q1_2021,3.0,4.0,3054.0,SINGLE_FAMILY,8458.0,20910,rosemary hills elementary,a. mario loiederman middle,northwood high,66.0
685000,Q3_2020,4.0,3.0,2396.0,SINGLE_FAMILY,9068.0,20901,sligo creek elementary,eastern middle,northwood high,73.0
685000,Q1_2021,4.0,4.0,3060.0,SINGLE_FAMILY,7705.0,20910,rosemary hills elementary,sligo middle,albert einstein high,59.0
685000,Q2_2021,4.0,4.0,2456.0,SINGLE_FAMILY,16351.99998696,20866,greencastle elementary,benjamin banneker middle,paint branch high,34.0
685000,Q1_2021,3.0,4.0,3014.0,SINGLE_FAMILY,20797.99999992,20853,flower valley elementary,earle b. wood middle,rockville high,52.0
685000,Q2_2021,4.0,4.0,3717.0,SINGLE_FAMILY,4096.0,20874,spark m. matsunaga elementary,kingsview middle,northwest high,21.0
685000,Q2_2021,4.0,4.0,3402.0,SINGLE_FAMILY,8800.0,20853,rock creek valley elementary,earle b. wood middle,rockville high,54.0
685000,Q3_2021,3.0,4.0,2776.0,SINGLE_FAMILY,15395.99999256,20878,thurgood marshall elementary,lakelands park middle,quince orchard high,42.0
685000,Q2_2021,4.0,5.0,4212.0,SINGLE_FAMILY,4544.0,20871,wilson wims elementary,hallie wells middle,clarksburg high,10.0
685000,Q2_2021,4.0,4.0,3143.0,SINGLE_FAMILY,12712.99998276,20832,greenwood elementary,rosa m. parks middle,james hubert blake high,36.0
685000,Q1_2021,3.0,4.0,2870.0,SINGLE_FAMILY,48557.99999952,20904,forest knolls elementary,white oak middle,springbrook high,67.0
685000,Q2_2021,4.0,3.0,2600.0,TOWNHOUSE,3230.0,20850,stone mill elementary,lakelands park middle,gaithersburg high,32.0
685000,Q3_2021,3.0,4.0,3314.0,SINGLE_FAMILY,12181.000003919999,20866,greencastle elementary,benjamin banneker middle,paint branch high,28.0
685000,Q1_2021,3.0,4.0,2714.0,SINGLE_FAMILY,26693.99998452,20855,sequoyah elementary,redland middle,gaithersburg high,61.0
685000,Q3_2020,3.0,4.0,2780.0,SINGLE_FAMILY,13947.999991199998,20853,lucy v. barnsley elementary,earle b. wood middle,rockville high,55.0
685000,Q3_2021,4.0,3.0,2882.0,TOWNHOUSE,2320.0,20850,stone mill elementary,julius west middle,richard montgomery high,25.0
685000,Q1_2021,4.0,4.0,3506.0,SINGLE_FAMILY,56000.00001024,20853,sequoyah elementary,redland middle,rockville high,37.0
685000,Q1_2021,4.0,4.0,2594.0,SINGLE_FAMILY,6005.0,20832,greenwood elementary,rosa m. parks middle,sherwood high,28.0
685000,Q2_2021,4.0,4.0,2715.0,SINGLE_FAMILY,10156.0,20853,lucy v. barnsley elementary,earle b. wood middle,rockville high,55.0
685000,Q1_2021,4.0,3.0,2931.0,TOWNHOUSE,3064.0,20850,college gardens elementary,julius west middle,gaithersburg high,18.0
685000,Q3_2020,3.0,4.0,3350.0,SINGLE_FAMILY,16765.00001352,20878,dufief elementary,lakelands park middle,quince orchard high,41.0
685250,Q1_2021,5.0,6.0,3988.0,SINGLE_FAMILY,98881.00001604,20882,woodfield elementary,hallie wells middle,clarksburg high,32.0
686000,Q3_2021,2.0,2.0,1152.0,SINGLE_FAMILY,11171.99999124,20895,kensington parkwood elementary,tilden middle,albert einstein high,71.0
686000,Q1_2021,4.0,5.0,3740.0,SINGLE_FAMILY,15488.99998272,20855,college gardens elementary,redland middle,gaithersburg high,53.0
686000,Q2_2021,5.0,6.0,3772.0,SINGLE_FAMILY,4764.0,20871,wilson wims elementary,rocky hill middle,clarksburg high,5.0
686000,Q3_2020,3.0,4.0,2196.0,SINGLE_FAMILY,9622.0,20853,lucy v. barnsley elementary,earle b. wood middle,rockville high,55.0
686000,Q3_2020,4.0,4.0,4464.0,SINGLE_FAMILY,87120.0,20882,woodfield elementary,hallie wells middle,watkins mill high,30.0
687000,Q1_2021,4.0,2.0,2450.0,TOWNHOUSE,2028.0,20854,wayside elementary,cabin john middle,winston churchill high,35.0
687000,Q3_2020,5.0,5.0,3850.0,SINGLE_FAMILY,5465.0,20871,dr. sally k. ride elementary,hallie wells middle,clarksburg high,8.0
688000,Q2_2021,3.0,4.0,2014.0,SINGLE_FAMILY,5762.0,20901,sligo creek elementary,eastern middle,northwood high,81.0
688000,Q2_2021,4.0,4.0,3508.0,SINGLE_FAMILY,6757.0,20841,spark m. matsunaga elementary,kingsview middle,northwest high,19.0
688000,Q1_2021,2.0,2.0,1676.0,SINGLE_FAMILY,5512.0,20876,dr. sally k. ride elementary,hallie wells middle,clarksburg high,1.0
688000,Q1_2021,4.0,3.0,2513.0,TOWNHOUSE,2637.0,20878,diamond elementary,lakelands park middle,quince orchard high,23.0
688000,Q3_2021,3.0,6.0,3822.0,SINGLE_FAMILY,32175.00001584,20906,strathmore elementary,argyle middle,john f. kennedy high,39.0
688501,Q2_2021,4.0,4.0,2400.0,TOWNHOUSE,1960.0,20878,dufief elementary,lakelands park middle,quince orchard high,19.0
689000,Q1_2021,3.0,5.0,2092.0,SINGLE_FAMILY,7665.0,20910,rosemary hills elementary,sligo middle,northwood high,66.0
689000,Q3_2020,4.0,4.0,3615.0,SINGLE_FAMILY,17773.00001928,20832,cashell elementary,rosa m. parks middle,james hubert blake high,35.0
689000,Q1_2021,5.0,4.0,2405.0,TOWNHOUSE,2178.0,20850,stone mill elementary,lakelands park middle,quince orchard high,15.0
689000,Q3_2021,3.0,4.0,2576.0,SINGLE_FAMILY,12944.00001312,20906,strathmore elementary,argyle middle,john f. kennedy high,38.0
689372,Q3_2021,2.0,3.0,1735.0,SINGLE_FAMILY,6861.0,20910,rosemary hills elementary,a. mario loiederman middle,northwood high,85.0
689500,Q3_2021,3.0,4.0,2790.0,SINGLE_FAMILY,7288.0,20853,strathmore elementary,a. mario loiederman middle,wheaton high,11.0
690000,Q2_2021,3.0,5.0,1973.0,SINGLE_FAMILY,7209.0,20901,forest knolls elementary,francis scott key middle,northwood high,75.0
690000,Q2_2021,3.0,4.0,2504.0,SINGLE_FAMILY,9369.0,20901,forest knolls elementary,francis scott key middle,northwood high,37.0
690000,Q3_2021,3.0,4.0,1968.0,SINGLE_FAMILY,6525.0,20902,forest knolls elementary,sligo middle,northwood high,38.0
690000,Q2_2021,4.0,3.0,1890.0,TOWNHOUSE,1993.0,20854,ritchie park elementary,cabin john middle,winston churchill high,44.0
690000,Q3_2021,4.0,3.0,2398.0,TOWNHOUSE,1024.0,20910,rosemary hills elementary,a. mario loiederman middle,albert einstein high,13.0
690000,Q1_2021,4.0,4.0,2655.0,TOWNHOUSE,2816.0,20817,ashburton elementary,north bethesda middle,walter johnson high,41.0
690000,Q3_2020,4.0,5.0,3368.0,SINGLE_FAMILY,11121.99999372,20853,flower valley elementary,earle b. wood middle,rockville high,35.0
690000,Q3_2020,4.0,5.0,2596.0,SINGLE_FAMILY,21161.99999232,20906,strathmore elementary,argyle middle,john f. kennedy high,38.0
690000,Q1_2021,4.0,4.0,2946.0,SINGLE_FAMILY,18757.99999656,20876,dr. sally k. ride elementary,rocky hill middle,clarksburg high,22.0
690000,Q2_2021,4.0,5.0,3410.0,SINGLE_FAMILY,9209.0,20906,strathmore elementary,argyle middle,john f. kennedy high,34.0
690000,Q2_2021,4.0,4.0,2240.0,TOWNHOUSE,2619.0,20878,diamond elementary,lakelands park middle,quince orchard high,26.0
690000,Q2_2021,3.0,4.0,3708.0,SINGLE_FAMILY,8158.0,20871,wilson wims elementary,hallie wells middle,clarksburg high,16.0
690000,Q2_2021,3.0,4.0,2190.0,SINGLE_FAMILY,87120.0,20874,jones lane elementary,lakelands park middle,quince orchard high,64.0
690000,Q3_2021,4.0,5.0,2876.0,SINGLE_FAMILY,8931.0,20876,fox chapel elementary,neelsville middle,watkins mill high,27.0
690000,Q1_2021,4.0,4.0,2668.0,SINGLE_FAMILY,7445.0,20832,olney elementary,rosa m. parks middle,sherwood high,31.0
690000,Q3_2020,5.0,4.0,5181.0,SINGLE_FAMILY,9433.0,20879,strawberry knoll elementary,gaithersburg middle,watkins mill high,28.0
690000,Q3_2021,4.0,4.0,3377.0,SINGLE_FAMILY,41196.000019679996,20841,dr. sally k. ride elementary,rocky hill middle,clarksburg high,48.0
690000,Q2_2021,3.0,3.0,2412.0,TOWNHOUSE,2000.0,20878,dufief elementary,lakelands park middle,quince orchard high,20.0
690000,Q3_2021,4.0,5.0,2948.0,SINGLE_FAMILY,10870.0,20882,strawberry knoll elementary,gaithersburg middle,watkins mill high,32.0
690000,Q3_2020,5.0,5.0,4187.0,SINGLE_FAMILY,16078.000007519999,20872,woodfield elementary,hallie wells middle,clarksburg high,18.0
690000,Q3_2021,4.0,4.0,4534.0,SINGLE_FAMILY,7816.0,20871,little bennett elementary,rocky hill middle,clarksburg high,16.0
690000,Q3_2021,4.0,4.0,1954.0,TOWNHOUSE,2574.0,20850,college gardens elementary,gaithersburg middle,gaithersburg high,18.0
690000,Q3_2021,4.0,3.0,2704.0,TOWNHOUSE,2000.0,20878,dufief elementary,lakelands park middle,quince orchard high,19.0
690000,Q1_2021,4.0,4.0,3432.0,TOWNHOUSE,2900.0,20850,college gardens elementary,gaithersburg middle,gaithersburg high,18.0
690000,Q2_2021,4.0,4.0,2472.0,SINGLE_FAMILY,2134.0,20850,beall elementary,julius west middle,richard montgomery high,22.0
690000,Q2_2021,4.0,4.0,1680.0,TOWNHOUSE,2578.0,20852,garrett park elementary,tilden middle,walter johnson high,40.0
690000,Q3_2021,4.0,5.0,3256.0,SINGLE_FAMILY,7020.0,20879,flower hill elementary,gaithersburg middle,watkins mill high,29.0
690000,Q3_2021,4.0,4.0,1953.0,TOWNHOUSE,2327.0,20850,college gardens elementary,gaithersburg middle,gaithersburg high,17.0
690000,Q1_2021,4.0,4.0,3506.0,SINGLE_FAMILY,10875.0,20876,dr. sally k. ride elementary,neelsville middle,clarksburg high,26.0
690100,Q2_2021,3.0,4.0,2334.0,SINGLE_FAMILY,11302.00001964,20901,forest knolls elementary,white oak middle,springbrook high,35.0
691000,Q2_2021,4.0,3.0,2043.0,TOWNHOUSE,1426.0,20852,garrett park elementary,tilden middle,walter johnson high,40.0
691500,Q3_2021,3.0,4.0,2258.0,SINGLE_FAMILY,5944.0,20817,ashburton elementary,thomas w. pyle middle,walter johnson high,48.0
691950,Q2_2021,2.0,3.0,1484.0,SINGLE_FAMILY,12264.000011999999,20896,garrett park elementary,tilden middle,albert einstein high,65.0
692000,Q1_2021,4.0,5.0,3561.0,SINGLE_FAMILY,4259.0,20871,wilson wims elementary,rocky hill middle,clarksburg high,4.0
692000,Q2_2021,4.0,4.0,4172.0,SINGLE_FAMILY,6168.0,20876,dr. sally k. ride elementary,rocky hill middle,clarksburg high,22.0
692000,Q2_2021,3.0,4.0,3020.0,SINGLE_FAMILY,15999.999990479999,20855,flower hill elementary,redland middle,gaithersburg high,54.0
693000,Q2_2021,3.0,4.0,2186.0,SINGLE_FAMILY,14027.99997852,20853,lucy v. barnsley elementary,earle b. wood middle,rockville high,50.0
693600,Q2_2021,4.0,4.0,3478.0,SINGLE_FAMILY,6188.0,20871,little bennett elementary,rocky hill middle,clarksburg high,12.0
694900,Q2_2021,4.0,3.0,2726.0,SINGLE_FAMILY,6885.0,20878,dufief elementary,lakelands park middle,quince orchard high,31.0
695000,Q3_2021,3.0,3.0,1987.0,SINGLE_FAMILY,9167.0,20817,ashburton elementary,thomas w. pyle middle,walter johnson high,61.0
695000,Q3_2020,3.0,4.0,1924.0,SINGLE_FAMILY,7928.0,20901,sligo creek elementary,sligo middle,northwood high,79.0
695000,Q1_2021,3.0,5.0,3696.0,SINGLE_FAMILY,21399.00002064,20853,lucy v. barnsley elementary,earle b. wood middle,rockville high,58.0
695000,Q2_2021,4.0,3.0,2206.0,TOWNHOUSE,2280.0,20850,stone mill elementary,lakelands park middle,gaithersburg high,32.0
695000,Q2_2021,4.0,4.0,3392.0,SINGLE_FAMILY,5709.0,20871,little bennett elementary,rocky hill middle,clarksburg high,17.0
695000,Q1_2021,4.0,5.0,4216.0,SINGLE_FAMILY,16199.99998056,20853,flower valley elementary,earle b. wood middle,rockville high,37.0
695000,Q1_2021,5.0,5.0,3620.0,SINGLE_FAMILY,16449.0000048,20905,william tyler page elementary,white oak middle,paint branch high,34.0
695000,Q1_2021,4.0,4.0,2530.0,SINGLE_FAMILY,8316.0,20832,greenwood elementary,rosa m. parks middle,sherwood high,27.0
695000,Q3_2021,3.0,4.0,2040.0,SINGLE_FAMILY,9541.0,20850,beall elementary,julius west middle,richard montgomery high,52.0
695000,Q2_2021,3.0,4.0,2914.0,SINGLE_FAMILY,4259.0,20871,wilson wims elementary,rocky hill middle,clarksburg high,3.0
695000,Q3_2021,4.0,3.0,1980.0,TOWNHOUSE,2769.0,20852,garrett park elementary,tilden middle,walter johnson high,40.0
695000,Q2_2021,5.0,5.0,3903.0,SINGLE_FAMILY,13670.999991,20879,strawberry knoll elementary,gaithersburg middle,watkins mill high,26.0
695000,Q3_2020,4.0,4.0,5317.0,SINGLE_FAMILY,10125.0,20832,sequoyah elementary,rosa m. parks middle,rockville high,18.0
696000,Q1_2021,2.0,4.0,1612.0,SINGLE_FAMILY,10264.0,20850,fallsmead elementary,julius west middle,richard montgomery high,49.0
696000,Q2_2021,3.0,4.0,1861.0,SINGLE_FAMILY,10563.0,20850,beall elementary,julius west middle,richard montgomery high,75.0
696000,Q3_2020,5.0,4.0,4994.0,SINGLE_FAMILY,6181.0,20871,wilson wims elementary,rocky hill middle,clarksburg high,16.0
696500,Q3_2020,4.0,4.0,3059.0,SINGLE_FAMILY,9800.0,20850,beall elementary,julius west middle,richard montgomery high,53.0
697500,Q2_2021,4.0,4.0,3990.0,SINGLE_FAMILY,4340.0,20871,wilson wims elementary,rocky hill middle,clarksburg high,2.0
698000,Q2_2021,3.0,4.0,1609.0,SINGLE_FAMILY,11250.00000828,20910,east silver spring elementary,a. mario loiederman middle,northwood high,95.0
699000,Q2_2021,4.0,4.0,3947.0,SINGLE_FAMILY,9495.0,20910,rosemary hills elementary,sligo middle,albert einstein high,108.0
699000,Q3_2020,5.0,4.0,2525.0,SINGLE_FAMILY,5939.0,20910,rosemary hills elementary,a. mario loiederman middle,northwood high,69.0
699000,Q1_2021,3.0,3.0,1921.0,SINGLE_FAMILY,6660.0,20815,east silver spring elementary,tilden middle,northwood high,66.0
699000,Q1_2021,5.0,4.0,2217.0,SINGLE_FAMILY,18542.9999898,20903,rolling terrace elementary,francis scott key middle,northwood high,80.0
699000,Q1_2021,2.0,3.0,1693.0,SINGLE_FAMILY,7500.0,20815,bethesda elementary,thomas w. pyle middle,albert einstein high,72.0
